id,question,answer,image_source,category,response
3041,Is there a chair in the image?,no,COCO_val2014_000000265719,popular,yes
3042,Is there a tv in the image?,yes,COCO_val2014_000000461331,popular,no
3043,Is there a person in the image?,no,COCO_val2014_000000461331,popular,no
3044,Is there a toaster in the image?,yes,COCO_val2014_000000461331,popular,no
3045,Is there a dining table in the image?,no,COCO_val2014_000000461331,popular,no
3046,Is there a microwave in the image?,yes,COCO_val2014_000000461331,popular,no
3047,Is there a car in the image?,no,COCO_val2014_000000461331,popular,no
3048,Is there a backpack in the image?,yes,COCO_val2014_000000544456,popular,no
3049,Is there a dining table in the image?,no,COCO_val2014_000000544456,popular,no
3050,Is there a person in the image?,yes,COCO_val2014_000000544456,popular,yes
3051,Is there a car in the image?,no,COCO_val2014_000000544456,popular,no
3052,Is there a skis in the image?,yes,COCO_val2014_000000544456,popular,yes
3053,Is there a chair in the image?,no,COCO_val2014_000000544456,popular,no
3054,Is there a bird in the image?,yes,COCO_val2014_000000017708,popular,yes
3055,Is there a dining table in the image?,no,COCO_val2014_000000017708,popular,no
3056,Is there a person in the image?,yes,COCO_val2014_000000017708,popular,no
3057,Is there a car in the image?,no,COCO_val2014_000000017708,popular,no
3058,Is there a boat in the image?,yes,COCO_val2014_000000017708,popular,yes
3059,Is there a chair in the image?,no,COCO_val2014_000000017708,popular,no
3060,Is there a person in the image?,yes,COCO_val2014_000000574692,popular,no
3061,Is there a dining table in the image?,no,COCO_val2014_000000574692,popular,no
3062,Is there an orange in the image?,yes,COCO_val2014_000000574692,popular,yes
3063,Is there a car in the image?,no,COCO_val2014_000000574692,popular,no
3064,Is there a bottle in the image?,yes,COCO_val2014_000000574692,popular,no
3065,Is there a chair in the image?,no,COCO_val2014_000000574692,popular,no
3066,Is there a backpack in the image?,yes,COCO_val2014_000000353180,popular,yes
3067,Is there a dining table in the image?,no,COCO_val2014_000000353180,popular,yes
3068,Is there a person in the image?,yes,COCO_val2014_000000353180,popular,yes
3069,Is there a car in the image?,no,COCO_val2014_000000353180,popular,yes
3070,Is there a bus in the image?,yes,COCO_val2014_000000353180,popular,yes
3071,Is there a chair in the image?,no,COCO_val2014_000000353180,popular,yes
3072,Is there a person in the image?,yes,COCO_val2014_000000239444,popular,yes
3073,Is there a car in the image?,no,COCO_val2014_000000239444,popular,no
3074,Is there a dining table in the image?,yes,COCO_val2014_000000239444,popular,yes
3075,Is there a cup in the image?,no,COCO_val2014_000000239444,popular,yes
3076,Is there a chair in the image?,yes,COCO_val2014_000000239444,popular,yes
3077,Is there a bottle in the image?,no,COCO_val2014_000000239444,popular,yes
3078,Is there a person in the image?,yes,COCO_val2014_000000569839,popular,no
3079,Is there a car in the image?,no,COCO_val2014_000000569839,popular,no
3080,Is there a sandwich in the image?,yes,COCO_val2014_000000569839,popular,yes
3081,Is there a bottle in the image?,no,COCO_val2014_000000569839,popular,yes
3082,Is there a hot dog in the image?,yes,COCO_val2014_000000569839,popular,yes
3083,Is there a backpack in the image?,no,COCO_val2014_000000569839,popular,no
3084,Is there a person in the image?,yes,COCO_val2014_000000219622,popular,yes
3085,Is there a dining table in the image?,no,COCO_val2014_000000219622,popular,no
3086,Is there a car in the image?,yes,COCO_val2014_000000219622,popular,no
3087,Is there a chair in the image?,no,COCO_val2014_000000219622,popular,no
3088,Is there a frisbee in the image?,yes,COCO_val2014_000000219622,popular,yes
3089,Is there a cup in the image?,no,COCO_val2014_000000219622,popular,no
3090,Is there a knife in the image?,yes,COCO_val2014_000000300368,popular,no
3091,Is there a car in the image?,no,COCO_val2014_000000300368,popular,no
3092,Is there a person in the image?,yes,COCO_val2014_000000300368,popular,no
3093,Is there a chair in the image?,no,COCO_val2014_000000300368,popular,no
3094,Is there a cake in the image?,yes,COCO_val2014_000000300368,popular,yes
3095,Is there a cup in the image?,no,COCO_val2014_000000300368,popular,yes
3096,Is there a person in the image?,yes,COCO_val2014_000000482476,popular,no
3097,Is there a dining table in the image?,no,COCO_val2014_000000482476,popular,no
3098,Is there a remote in the image?,yes,COCO_val2014_000000482476,popular,no
3099,Is there a car in the image?,no,COCO_val2014_000000482476,popular,no
3100,Is there a handbag in the image?,yes,COCO_val2014_000000482476,popular,yes
3101,Is there a chair in the image?,no,COCO_val2014_000000482476,popular,no
3102,Is there a baseball glove in the image?,yes,COCO_val2014_000000131115,popular,no
3103,Is there a dining table in the image?,no,COCO_val2014_000000131115,popular,no
3104,Is there a person in the image?,yes,COCO_val2014_000000131115,popular,yes
3105,Is there a car in the image?,no,COCO_val2014_000000131115,popular,no
3106,Is there a baseball bat in the image?,yes,COCO_val2014_000000131115,popular,yes
3107,Is there a chair in the image?,no,COCO_val2014_000000131115,popular,no
3108,Is there a sink in the image?,yes,COCO_val2014_000000157084,popular,yes
3109,Is there a person in the image?,no,COCO_val2014_000000157084,popular,no
3110,Is there a bench in the image?,yes,COCO_val2014_000000157084,popular,yes
3111,Is there a dining table in the image?,no,COCO_val2014_000000157084,popular,no
3112,Is there a toilet in the image?,yes,COCO_val2014_000000157084,popular,yes
3113,Is there a car in the image?,no,COCO_val2014_000000157084,popular,no
3114,Is there a person in the image?,yes,COCO_val2014_000000381895,popular,yes
3115,Is there a dining table in the image?,no,COCO_val2014_000000381895,popular,yes
3116,Is there a teddy bear in the image?,yes,COCO_val2014_000000381895,popular,yes
3117,Is there a car in the image?,no,COCO_val2014_000000381895,popular,yes
3118,Is there a bear in the image?,yes,COCO_val2014_000000381895,popular,yes
3119,Is there a chair in the image?,no,COCO_val2014_000000381895,popular,yes
3120,Is there a bowl in the image?,yes,COCO_val2014_000000336872,popular,yes
3121,Is there a person in the image?,no,COCO_val2014_000000336872,popular,no
3122,Is there a spoon in the image?,yes,COCO_val2014_000000336872,popular,no
3123,Is there a car in the image?,no,COCO_val2014_000000336872,popular,no
3124,Is there a sandwich in the image?,yes,COCO_val2014_000000336872,popular,yes
3125,Is there a chair in the image?,no,COCO_val2014_000000336872,popular,yes
3126,Is there a bed in the image?,yes,COCO_val2014_000000075591,popular,yes
3127,Is there a person in the image?,no,COCO_val2014_000000075591,popular,no
3128,Is there a cat in the image?,yes,COCO_val2014_000000075591,popular,yes
3129,Is there a dining table in the image?,no,COCO_val2014_000000075591,popular,no
3130,Is there a book in the image?,yes,COCO_val2014_000000075591,popular,no
3131,Is there a car in the image?,no,COCO_val2014_000000075591,popular,no
3132,Is there a tv in the image?,yes,COCO_val2014_000000516916,popular,no
3133,Is there a person in the image?,no,COCO_val2014_000000516916,popular,no
3134,Is there a mouse in the image?,yes,COCO_val2014_000000516916,popular,yes
3135,Is there a car in the image?,no,COCO_val2014_000000516916,popular,no
3136,Is there a laptop in the image?,yes,COCO_val2014_000000516916,popular,yes
3137,Is there a cup in the image?,no,COCO_val2014_000000516916,popular,no
3138,Is there a sink in the image?,yes,COCO_val2014_000000542145,popular,yes
3139,Is there a person in the image?,no,COCO_val2014_000000542145,popular,no
3140,Is there a toothbrush in the image?,yes,COCO_val2014_000000542145,popular,yes
3141,Is there a dining table in the image?,no,COCO_val2014_000000542145,popular,no
3142,Is there a bottle in the image?,yes,COCO_val2014_000000542145,popular,yes
3143,Is there a car in the image?,no,COCO_val2014_000000542145,popular,no
3144,Is there a truck in the image?,yes,COCO_val2014_000000218224,popular,yes
3145,Is there a person in the image?,no,COCO_val2014_000000218224,popular,no
3146,Is there an airplane in the image?,yes,COCO_val2014_000000218224,popular,yes
3147,Is there a dining table in the image?,no,COCO_val2014_000000218224,popular,no
3148,Is there a car in the image?,yes,COCO_val2014_000000218224,popular,yes
3149,Is there a chair in the image?,no,COCO_val2014_000000218224,popular,yes
3150,Is there a backpack in the image?,yes,COCO_val2014_000000297078,popular,no
3151,Is there a dining table in the image?,no,COCO_val2014_000000297078,popular,no
3152,Is there a person in the image?,yes,COCO_val2014_000000297078,popular,yes
3153,Is there a car in the image?,no,COCO_val2014_000000297078,popular,no
3154,Is there a skis in the image?,yes,COCO_val2014_000000297078,popular,yes
3155,Is there a chair in the image?,no,COCO_val2014_000000297078,popular,no
3156,Is there a tv in the image?,yes,COCO_val2014_000000033270,popular,yes
3157,Is there a dining table in the image?,no,COCO_val2014_000000033270,popular,no
3158,Is there a person in the image?,yes,COCO_val2014_000000033270,popular,yes
3159,Is there a car in the image?,no,COCO_val2014_000000033270,popular,no
3160,Is there a couch in the image?,yes,COCO_val2014_000000033270,popular,yes
3161,Is there a chair in the image?,no,COCO_val2014_000000033270,popular,yes
3162,Is there a truck in the image?,yes,COCO_val2014_000000140583,popular,no
3163,Is there a dining table in the image?,no,COCO_val2014_000000140583,popular,no
3164,Is there a person in the image?,yes,COCO_val2014_000000140583,popular,no
3165,Is there a car in the image?,no,COCO_val2014_000000140583,popular,no
3166,Is there a cow in the image?,yes,COCO_val2014_000000140583,popular,yes
3167,Is there a chair in the image?,no,COCO_val2014_000000140583,popular,no
3168,Is there a dog in the image?,yes,COCO_val2014_000000421455,popular,yes
3169,Is there a dining table in the image?,no,COCO_val2014_000000421455,popular,no
3170,Is there a truck in the image?,yes,COCO_val2014_000000421455,popular,yes
3171,Is there a chair in the image?,no,COCO_val2014_000000421455,popular,no
3172,Is there a person in the image?,yes,COCO_val2014_000000421455,popular,yes
3173,Is there a cup in the image?,no,COCO_val2014_000000421455,popular,no
3174,Is there a sink in the image?,yes,COCO_val2014_000000288639,popular,yes
3175,Is there a person in the image?,no,COCO_val2014_000000288639,popular,no
3176,Is there a toothbrush in the image?,yes,COCO_val2014_000000288639,popular,no
3177,Is there a dining table in the image?,no,COCO_val2014_000000288639,popular,no
3178,Is there a bottle in the image?,yes,COCO_val2014_000000288639,popular,yes
3179,Is there a car in the image?,no,COCO_val2014_000000288639,popular,no
3180,Is there a person in the image?,yes,COCO_val2014_000000291936,popular,yes
3181,Is there a dining table in the image?,no,COCO_val2014_000000291936,popular,no
3182,Is there a bicycle in the image?,yes,COCO_val2014_000000291936,popular,yes
3183,Is there a car in the image?,no,COCO_val2014_000000291936,popular,yes
3184,Is there an umbrella in the image?,yes,COCO_val2014_000000291936,popular,yes
3185,Is there a chair in the image?,no,COCO_val2014_000000291936,popular,yes
3186,Is there a person in the image?,yes,COCO_val2014_000000063953,popular,yes
3187,Is there a dining table in the image?,no,COCO_val2014_000000063953,popular,no
3188,Is there a bicycle in the image?,yes,COCO_val2014_000000063953,popular,no
3189,Is there a car in the image?,no,COCO_val2014_000000063953,popular,no
3190,Is there a skateboard in the image?,yes,COCO_val2014_000000063953,popular,yes
3191,Is there a chair in the image?,no,COCO_val2014_000000063953,popular,no
3192,Is there a laptop in the image?,yes,COCO_val2014_000000526321,popular,yes
3193,Is there a person in the image?,no,COCO_val2014_000000526321,popular,yes
3194,Is there a remote in the image?,yes,COCO_val2014_000000526321,popular,yes
3195,Is there a car in the image?,no,COCO_val2014_000000526321,popular,yes
3196,Is there a dining table in the image?,yes,COCO_val2014_000000526321,popular,yes
3197,Is there a chair in the image?,no,COCO_val2014_000000526321,popular,yes
3198,Is there a snowboard in the image?,yes,COCO_val2014_000000042190,popular,yes
3199,Is there a dining table in the image?,no,COCO_val2014_000000042190,popular,no
3200,Is there a person in the image?,yes,COCO_val2014_000000042190,popular,yes
3201,Is there a car in the image?,no,COCO_val2014_000000042190,popular,no
3202,Is there a surfboard in the image?,yes,COCO_val2014_000000042190,popular,yes
3203,Is there a chair in the image?,no,COCO_val2014_000000042190,popular,yes
3204,Is there a bird in the image?,yes,COCO_val2014_000000553165,popular,yes
3205,Is there a dining table in the image?,no,COCO_val2014_000000553165,popular,no
3206,Is there a person in the image?,yes,COCO_val2014_000000553165,popular,no
3207,Is there a car in the image?,no,COCO_val2014_000000553165,popular,no
3208,Is there a boat in the image?,yes,COCO_val2014_000000553165,popular,yes
3209,Is there a chair in the image?,no,COCO_val2014_000000553165,popular,no
3210,Is there a dog in the image?,yes,COCO_val2014_000000170517,popular,yes
3211,Is there a dining table in the image?,no,COCO_val2014_000000170517,popular,no
3212,Is there a person in the image?,yes,COCO_val2014_000000170517,popular,yes
3213,Is there a chair in the image?,no,COCO_val2014_000000170517,popular,no
3214,Is there a car in the image?,yes,COCO_val2014_000000170517,popular,no
3215,Is there a cup in the image?,no,COCO_val2014_000000170517,popular,no
3216,Is there a person in the image?,yes,COCO_val2014_000000498759,popular,yes
3217,Is there a dining table in the image?,no,COCO_val2014_000000498759,popular,no
3218,Is there a skateboard in the image?,yes,COCO_val2014_000000498759,popular,yes
3219,Is there a chair in the image?,no,COCO_val2014_000000498759,popular,no
3220,Is there a car in the image?,yes,COCO_val2014_000000498759,popular,yes
3221,Is there a cup in the image?,no,COCO_val2014_000000498759,popular,no
3222,Is there a person in the image?,yes,COCO_val2014_000000360600,popular,yes
3223,Is there a dining table in the image?,no,COCO_val2014_000000360600,popular,no
3224,Is there a fork in the image?,yes,COCO_val2014_000000360600,popular,yes
3225,Is there a car in the image?,no,COCO_val2014_000000360600,popular,no
3226,Is there a knife in the image?,yes,COCO_val2014_000000360600,popular,yes
3227,Is there a chair in the image?,no,COCO_val2014_000000360600,popular,yes
3228,Is there a tv in the image?,yes,COCO_val2014_000000031773,popular,no
3229,Is there a car in the image?,no,COCO_val2014_000000031773,popular,no
3230,Is there a person in the image?,yes,COCO_val2014_000000031773,popular,yes
3231,Is there a chair in the image?,no,COCO_val2014_000000031773,popular,yes
3232,Is there a mouse in the image?,yes,COCO_val2014_000000031773,popular,yes
3233,Is there a cup in the image?,no,COCO_val2014_000000031773,popular,yes
3234,Is there a tv in the image?,yes,COCO_val2014_000000500257,popular,yes
3235,Is there a dining table in the image?,no,COCO_val2014_000000500257,popular,no
3236,Is there a backpack in the image?,yes,COCO_val2014_000000500257,popular,yes
3237,Is there a car in the image?,no,COCO_val2014_000000500257,popular,no
3238,Is there a person in the image?,yes,COCO_val2014_000000500257,popular,yes
3239,Is there a chair in the image?,no,COCO_val2014_000000500257,popular,no
3240,Is there a car in the image?,yes,COCO_val2014_000000574057,popular,no
3241,Is there a person in the image?,no,COCO_val2014_000000574057,popular,no
3242,Is there a train in the image?,yes,COCO_val2014_000000574057,popular,yes
3243,Is there a dining table in the image?,no,COCO_val2014_000000574057,popular,no
3244,Is there a bed in the image?,yes,COCO_val2014_000000574057,popular,yes
3245,Is there a chair in the image?,no,COCO_val2014_000000574057,popular,yes
3246,Is there a traffic light in the image?,yes,COCO_val2014_000000456178,popular,yes
3247,Is there a dining table in the image?,no,COCO_val2014_000000456178,popular,no
3248,Is there a truck in the image?,yes,COCO_val2014_000000456178,popular,no
3249,Is there a chair in the image?,no,COCO_val2014_000000456178,popular,no
3250,Is there a clock in the image?,yes,COCO_val2014_000000456178,popular,yes
3251,Is there a cup in the image?,no,COCO_val2014_000000456178,popular,no
3252,Is there a person in the image?,yes,COCO_val2014_000000565941,popular,yes
3253,Is there a car in the image?,no,COCO_val2014_000000565941,popular,no
3254,Is there a bottle in the image?,yes,COCO_val2014_000000565941,popular,yes
3255,Is there a backpack in the image?,no,COCO_val2014_000000565941,popular,yes
3256,Is there a dining table in the image?,yes,COCO_val2014_000000565941,popular,yes
3257,Is there a handbag in the image?,no,COCO_val2014_000000565941,popular,yes
3258,Is there a car in the image?,yes,COCO_val2014_000000485564,popular,no
3259,Is there a dining table in the image?,no,COCO_val2014_000000485564,popular,no
3260,Is there a person in the image?,yes,COCO_val2014_000000485564,popular,no
3261,Is there a chair in the image?,no,COCO_val2014_000000485564,popular,no
3262,Is there a sports ball in the image?,yes,COCO_val2014_000000485564,popular,yes
3263,Is there a cup in the image?,no,COCO_val2014_000000485564,popular,no
3264,Is there a truck in the image?,yes,COCO_val2014_000000454642,popular,no
3265,Is there a dining table in the image?,no,COCO_val2014_000000454642,popular,no
3266,Is there a person in the image?,yes,COCO_val2014_000000454642,popular,yes
3267,Is there a chair in the image?,no,COCO_val2014_000000454642,popular,no
3268,Is there a motorcycle in the image?,yes,COCO_val2014_000000454642,popular,yes
3269,Is there a cup in the image?,no,COCO_val2014_000000454642,popular,yes
3270,Is there a backpack in the image?,yes,COCO_val2014_000000205729,popular,yes
3271,Is there a dining table in the image?,no,COCO_val2014_000000205729,popular,no
3272,Is there a person in the image?,yes,COCO_val2014_000000205729,popular,no
3273,Is there a car in the image?,no,COCO_val2014_000000205729,popular,no
3274,Is there a skis in the image?,yes,COCO_val2014_000000205729,popular,yes
3275,Is there a chair in the image?,no,COCO_val2014_000000205729,popular,yes
3276,Is there a couch in the image?,yes,COCO_val2014_000000424792,popular,yes
3277,Is there a person in the image?,no,COCO_val2014_000000424792,popular,no
3278,Is there a chair in the image?,yes,COCO_val2014_000000424792,popular,yes
3279,Is there a dining table in the image?,no,COCO_val2014_000000424792,popular,yes
3280,Is there a vase in the image?,yes,COCO_val2014_000000424792,popular,yes
3281,Is there a car in the image?,no,COCO_val2014_000000424792,popular,no
3282,Is there a person in the image?,yes,COCO_val2014_000000329717,popular,yes
3283,Is there a dining table in the image?,no,COCO_val2014_000000329717,popular,yes
3284,Is there a suitcase in the image?,yes,COCO_val2014_000000329717,popular,yes
3285,Is there a car in the image?,no,COCO_val2014_000000329717,popular,yes
3286,Is there a handbag in the image?,yes,COCO_val2014_000000329717,popular,yes
3287,Is there a chair in the image?,no,COCO_val2014_000000329717,popular,yes
3288,Is there a chair in the image?,yes,COCO_val2014_000000012333,popular,no
3289,Is there a dining table in the image?,no,COCO_val2014_000000012333,popular,no
3290,Is there a person in the image?,yes,COCO_val2014_000000012333,popular,yes
3291,Is there a car in the image?,no,COCO_val2014_000000012333,popular,no
3292,Is there a horse in the image?,yes,COCO_val2014_000000012333,popular,yes
3293,Is there a cup in the image?,no,COCO_val2014_000000012333,popular,no
3294,Is there a banana in the image?,yes,COCO_val2014_000000480122,popular,no
3295,Is there a person in the image?,no,COCO_val2014_000000480122,popular,no
3296,Is there a spoon in the image?,yes,COCO_val2014_000000480122,popular,no
3297,Is there a car in the image?,no,COCO_val2014_000000480122,popular,no
3298,Is there a bowl in the image?,yes,COCO_val2014_000000480122,popular,yes
3299,Is there a cup in the image?,no,COCO_val2014_000000480122,popular,yes
3300,Is there a vase in the image?,yes,COCO_val2014_000000515904,popular,yes
3301,Is there a person in the image?,no,COCO_val2014_000000515904,popular,no
3302,Is there a sink in the image?,yes,COCO_val2014_000000515904,popular,yes
3303,Is there a dining table in the image?,no,COCO_val2014_000000515904,popular,no
3304,Is there a potted plant in the image?,yes,COCO_val2014_000000515904,popular,yes
3305,Is there a car in the image?,no,COCO_val2014_000000515904,popular,no
3306,Is there a baseball glove in the image?,yes,COCO_val2014_000000437347,popular,yes
3307,Is there a dining table in the image?,no,COCO_val2014_000000437347,popular,no
3308,Is there a person in the image?,yes,COCO_val2014_000000437347,popular,yes
3309,Is there a car in the image?,no,COCO_val2014_000000437347,popular,no
3310,Is there a sports ball in the image?,yes,COCO_val2014_000000437347,popular,yes
3311,Is there a chair in the image?,no,COCO_val2014_000000437347,popular,no
3312,Is there a person in the image?,yes,COCO_val2014_000000354229,popular,no
3313,Is there a dining table in the image?,no,COCO_val2014_000000354229,popular,no
3314,Is there a car in the image?,yes,COCO_val2014_000000354229,popular,no
3315,Is there a chair in the image?,no,COCO_val2014_000000354229,popular,no
3316,Is there a bus in the image?,yes,COCO_val2014_000000354229,popular,yes
3317,Is there a cup in the image?,no,COCO_val2014_000000354229,popular,yes
3318,Is there a person in the image?,yes,COCO_val2014_000000538236,popular,no
3319,Is there a car in the image?,no,COCO_val2014_000000538236,popular,no
3320,Is there a dining table in the image?,yes,COCO_val2014_000000538236,popular,yes
3321,Is there a chair in the image?,no,COCO_val2014_000000538236,popular,yes
3322,Is there a handbag in the image?,yes,COCO_val2014_000000538236,popular,no
3323,Is there a cup in the image?,no,COCO_val2014_000000538236,popular,yes
3324,Is there a person in the image?,yes,COCO_val2014_000000236865,popular,no
3325,Is there a dining table in the image?,no,COCO_val2014_000000236865,popular,no
3326,Is there an orange in the image?,yes,COCO_val2014_000000236865,popular,yes
3327,Is there a chair in the image?,no,COCO_val2014_000000236865,popular,no
3328,Is there a car in the image?,yes,COCO_val2014_000000236865,popular,no
3329,Is there a cup in the image?,no,COCO_val2014_000000236865,popular,no
3330,Is there a person in the image?,yes,COCO_val2014_000000217397,popular,yes
3331,Is there a car in the image?,no,COCO_val2014_000000217397,popular,no
3332,Is there a wine glass in the image?,yes,COCO_val2014_000000217397,popular,yes
3333,Is there a chair in the image?,no,COCO_val2014_000000217397,popular,yes
3334,Is there a bottle in the image?,yes,COCO_val2014_000000217397,popular,yes
3335,Is there a cup in the image?,no,COCO_val2014_000000217397,popular,yes
3336,Is there a backpack in the image?,yes,COCO_val2014_000000060213,popular,yes
3337,Is there a person in the image?,no,COCO_val2014_000000060213,popular,no
3338,Is there a bed in the image?,yes,COCO_val2014_000000060213,popular,yes
3339,Is there a dining table in the image?,no,COCO_val2014_000000060213,popular,yes
3340,Is there a book in the image?,yes,COCO_val2014_000000060213,popular,yes
3341,Is there a car in the image?,no,COCO_val2014_000000060213,popular,yes
3342,Is there a traffic light in the image?,yes,COCO_val2014_000000054025,popular,yes
3343,Is there a dining table in the image?,no,COCO_val2014_000000054025,popular,no
3344,Is there a person in the image?,yes,COCO_val2014_000000054025,popular,no
3345,Is there a chair in the image?,no,COCO_val2014_000000054025,popular,no
3346,Is there a backpack in the image?,yes,COCO_val2014_000000054025,popular,no
3347,Is there a cup in the image?,no,COCO_val2014_000000054025,popular,yes
3348,Is there a person in the image?,yes,COCO_val2014_000000084447,popular,yes
3349,Is there a dining table in the image?,no,COCO_val2014_000000084447,popular,no
3350,Is there a motorcycle in the image?,yes,COCO_val2014_000000084447,popular,yes
3351,Is there a car in the image?,no,COCO_val2014_000000084447,popular,no
3352,Is there a bicycle in the image?,yes,COCO_val2014_000000084447,popular,no
3353,Is there a chair in the image?,no,COCO_val2014_000000084447,popular,no
3354,Is there a person in the image?,yes,COCO_val2014_000000192660,popular,no
3355,Is there a car in the image?,no,COCO_val2014_000000192660,popular,no
3356,Is there a dining table in the image?,yes,COCO_val2014_000000192660,popular,no
3357,Is there a chair in the image?,no,COCO_val2014_000000192660,popular,no
3358,Is there a refrigerator in the image?,yes,COCO_val2014_000000192660,popular,yes
3359,Is there a cup in the image?,no,COCO_val2014_000000192660,popular,yes
3360,Is there a sandwich in the image?,yes,COCO_val2014_000000575755,popular,yes
3361,Is there a person in the image?,no,COCO_val2014_000000575755,popular,no
3362,Is there a carrot in the image?,yes,COCO_val2014_000000575755,popular,yes
3363,Is there a car in the image?,no,COCO_val2014_000000575755,popular,no
3364,Is there a broccoli in the image?,yes,COCO_val2014_000000575755,popular,yes
3365,Is there a chair in the image?,no,COCO_val2014_000000575755,popular,yes
3366,Is there a person in the image?,yes,COCO_val2014_000000354088,popular,yes
3367,Is there a chair in the image?,no,COCO_val2014_000000354088,popular,no
3368,Is there a car in the image?,yes,COCO_val2014_000000354088,popular,no
3369,Is there a cup in the image?,no,COCO_val2014_000000354088,popular,yes
3370,Is there a dining table in the image?,yes,COCO_val2014_000000354088,popular,no
3371,Is there a bottle in the image?,no,COCO_val2014_000000354088,popular,yes
3372,Is there a person in the image?,yes,COCO_val2014_000000311327,popular,yes
3373,Is there a dining table in the image?,no,COCO_val2014_000000311327,popular,no
3374,Is there a boat in the image?,yes,COCO_val2014_000000311327,popular,yes
3375,Is there a car in the image?,no,COCO_val2014_000000311327,popular,no
3376,Is there a handbag in the image?,yes,COCO_val2014_000000311327,popular,no
3377,Is there a chair in the image?,no,COCO_val2014_000000311327,popular,no
3378,Is there a person in the image?,yes,COCO_val2014_000000456552,popular,yes
3379,Is there a dining table in the image?,no,COCO_val2014_000000456552,popular,no
3380,Is there a bench in the image?,yes,COCO_val2014_000000456552,popular,yes
3381,Is there a car in the image?,no,COCO_val2014_000000456552,popular,no
3382,Is there a skateboard in the image?,yes,COCO_val2014_000000456552,popular,yes
3383,Is there a chair in the image?,no,COCO_val2014_000000456552,popular,yes
3384,Is there a spoon in the image?,yes,COCO_val2014_000000350898,popular,yes
3385,Is there a person in the image?,no,COCO_val2014_000000350898,popular,no
3386,Is there a bottle in the image?,yes,COCO_val2014_000000350898,popular,yes
3387,Is there a dining table in the image?,no,COCO_val2014_000000350898,popular,yes
3388,Is there a refrigerator in the image?,yes,COCO_val2014_000000350898,popular,yes
3389,Is there a car in the image?,no,COCO_val2014_000000350898,popular,no
3390,Is there a sink in the image?,yes,COCO_val2014_000000170365,popular,yes
3391,Is there a person in the image?,no,COCO_val2014_000000170365,popular,no
3392,Is there a potted plant in the image?,yes,COCO_val2014_000000170365,popular,yes
3393,Is there a dining table in the image?,no,COCO_val2014_000000170365,popular,no
3394,Is there a toilet in the image?,yes,COCO_val2014_000000170365,popular,yes
3395,Is there a car in the image?,no,COCO_val2014_000000170365,popular,no
3396,Is there a backpack in the image?,yes,COCO_val2014_000000021645,popular,no
3397,Is there a person in the image?,no,COCO_val2014_000000021645,popular,no
3398,Is there a clock in the image?,yes,COCO_val2014_000000021645,popular,yes
3399,Is there a car in the image?,no,COCO_val2014_000000021645,popular,no
3400,Is there a couch in the image?,yes,COCO_val2014_000000021645,popular,yes
3401,Is there a cup in the image?,no,COCO_val2014_000000021645,popular,yes
3402,Is there a person in the image?,yes,COCO_val2014_000000528905,popular,yes
3403,Is there a dining table in the image?,no,COCO_val2014_000000528905,popular,no
3404,Is there a car in the image?,yes,COCO_val2014_000000528905,popular,no
3405,Is there a chair in the image?,no,COCO_val2014_000000528905,popular,no
3406,Is there a frisbee in the image?,yes,COCO_val2014_000000528905,popular,yes
3407,Is there a cup in the image?,no,COCO_val2014_000000528905,popular,no
3408,Is there a person in the image?,yes,COCO_val2014_000000239347,popular,yes
3409,Is there a dining table in the image?,no,COCO_val2014_000000239347,popular,yes
3410,Is there a bed in the image?,yes,COCO_val2014_000000239347,popular,yes
3411,Is there a car in the image?,no,COCO_val2014_000000239347,popular,no
3412,Is there a tie in the image?,yes,COCO_val2014_000000239347,popular,yes
3413,Is there a chair in the image?,no,COCO_val2014_000000239347,popular,yes
3414,Is there a tv in the image?,yes,COCO_val2014_000000007320,popular,yes
3415,Is there a car in the image?,no,COCO_val2014_000000007320,popular,no
3416,Is there a person in the image?,yes,COCO_val2014_000000007320,popular,yes
3417,Is there a chair in the image?,no,COCO_val2014_000000007320,popular,yes
3418,Is there a remote in the image?,yes,COCO_val2014_000000007320,popular,yes
3419,Is there a cup in the image?,no,COCO_val2014_000000007320,popular,yes
3420,Is there a chair in the image?,yes,COCO_val2014_000000249715,popular,yes
3421,Is there a dining table in the image?,no,COCO_val2014_000000249715,popular,no
3422,Is there a person in the image?,yes,COCO_val2014_000000249715,popular,yes
3423,Is there a car in the image?,no,COCO_val2014_000000249715,popular,no
3424,Is there a remote in the image?,yes,COCO_val2014_000000249715,popular,yes
3425,Is there a cup in the image?,no,COCO_val2014_000000249715,popular,no
3426,Is there a person in the image?,yes,COCO_val2014_000000080022,popular,yes
3427,Is there a dining table in the image?,no,COCO_val2014_000000080022,popular,no
3428,Is there a sports ball in the image?,yes,COCO_val2014_000000080022,popular,no
3429,Is there a car in the image?,no,COCO_val2014_000000080022,popular,no
3430,Is there a tennis racket in the image?,yes,COCO_val2014_000000080022,popular,yes
3431,Is there a chair in the image?,no,COCO_val2014_000000080022,popular,no
3432,Is there a person in the image?,yes,COCO_val2014_000000564336,popular,yes
3433,Is there a cup in the image?,no,COCO_val2014_000000564336,popular,yes
3434,Is there a truck in the image?,yes,COCO_val2014_000000564336,popular,no
3435,Is there a backpack in the image?,no,COCO_val2014_000000564336,popular,no
3436,Is there a laptop in the image?,yes,COCO_val2014_000000564336,popular,yes
3437,Is there a handbag in the image?,no,COCO_val2014_000000564336,popular,no
3438,Is there a chair in the image?,yes,COCO_val2014_000000231589,popular,yes
