id,question,answer,image_source,category,response
1780,Is there a motorcycle in the image?,yes,COCO_val2014_000000245448,adversarial,yes
1781,Is there a bicycle in the image?,no,COCO_val2014_000000245448,adversarial,no
1782,Is there a person in the image?,yes,COCO_val2014_000000510138,adversarial,yes
1783,Is there a car in the image?,no,COCO_val2014_000000510138,adversarial,no
1784,Is there a wine glass in the image?,yes,COCO_val2014_000000510138,adversarial,yes
1785,Is there a cup in the image?,no,COCO_val2014_000000510138,adversarial,yes
1786,Is there a couch in the image?,yes,COCO_val2014_000000510138,adversarial,no
1787,Is there a chair in the image?,no,COCO_val2014_000000510138,adversarial,no
1788,Is there a truck in the image?,yes,COCO_val2014_000000001171,adversarial,no
1789,Is there a person in the image?,no,COCO_val2014_000000001171,adversarial,no
1790,Is there a train in the image?,yes,COCO_val2014_000000001171,adversarial,yes
1791,Is there a traffic light in the image?,no,COCO_val2014_000000001171,adversarial,yes
1792,Is there a car in the image?,yes,COCO_val2014_000000001171,adversarial,no
1793,Is there a bus in the image?,no,COCO_val2014_000000001171,adversarial,no
1794,Is there a person in the image?,yes,COCO_val2014_000000100238,adversarial,yes
1795,Is there a car in the image?,no,COCO_val2014_000000100238,adversarial,no
1796,Is there a bottle in the image?,yes,COCO_val2014_000000100238,adversarial,yes
1797,Is there a dining table in the image?,no,COCO_val2014_000000100238,adversarial,no
1798,Is there a frisbee in the image?,yes,COCO_val2014_000000100238,adversarial,yes
1799,Is there a dog in the image?,no,COCO_val2014_000000100238,adversarial,no
1800,Is there a traffic light in the image?,yes,COCO_val2014_000000465418,adversarial,yes
1801,Is there a car in the image?,no,COCO_val2014_000000465418,adversarial,yes
1802,Is there a person in the image?,yes,COCO_val2014_000000465418,adversarial,yes
1803,Is there a dining table in the image?,no,COCO_val2014_000000465418,adversarial,no
1804,Is there a bus in the image?,yes,COCO_val2014_000000465418,adversarial,yes
1805,Is there a handbag in the image?,no,COCO_val2014_000000465418,adversarial,yes
1806,Is there a car in the image?,yes,COCO_val2014_000000392364,adversarial,no
1807,Is there a truck in the image?,no,COCO_val2014_000000392364,adversarial,no
1808,Is there a traffic light in the image?,yes,COCO_val2014_000000392364,adversarial,no
1809,Is there a bus in the image?,no,COCO_val2014_000000392364,adversarial,no
1810,Is there a person in the image?,yes,COCO_val2014_000000392364,adversarial,no
1811,Is there a dining table in the image?,no,COCO_val2014_000000392364,adversarial,no
1812,Is there a snowboard in the image?,yes,COCO_val2014_000000188958,adversarial,yes
1813,Is there a backpack in the image?,no,COCO_val2014_000000188958,adversarial,yes
1814,Is there a person in the image?,yes,COCO_val2014_000000188958,adversarial,no
1815,Is there a car in the image?,no,COCO_val2014_000000188958,adversarial,no
1816,Is there a skis in the image?,yes,COCO_val2014_000000188958,adversarial,yes
1817,Is there a dog in the image?,no,COCO_val2014_000000188958,adversarial,no
1818,Is there a clock in the image?,yes,COCO_val2014_000000436127,adversarial,no
1819,Is there a chair in the image?,no,COCO_val2014_000000436127,adversarial,no
1820,Is there a person in the image?,yes,COCO_val2014_000000436127,adversarial,yes
1821,Is there a dining table in the image?,no,COCO_val2014_000000436127,adversarial,no
1822,Is there a horse in the image?,yes,COCO_val2014_000000436127,adversarial,yes
1823,Is there a dog in the image?,no,COCO_val2014_000000436127,adversarial,no
1824,Is there a chair in the image?,yes,COCO_val2014_000000198397,adversarial,no
1825,Is there a dining table in the image?,no,COCO_val2014_000000198397,adversarial,no
1826,Is there a person in the image?,yes,COCO_val2014_000000198397,adversarial,no
1827,Is there a car in the image?,no,COCO_val2014_000000198397,adversarial,no
1828,Is there a sports ball in the image?,yes,COCO_val2014_000000198397,adversarial,no
1829,Is there a baseball glove in the image?,no,COCO_val2014_000000198397,adversarial,no
1830,Is there an oven in the imange?,yes,COCO_val2014_000000349936,adversarial,yes
1831,Is there a bottle in the image?,no,COCO_val2014_000000349936,adversarial,yes
1832,Is there a dining table in the image?,yes,COCO_val2014_000000349936,adversarial,yes
1833,Is there a person in the image?,no,COCO_val2014_000000349936,adversarial,no
1834,Is there a chair in the image?,yes,COCO_val2014_000000349936,adversarial,yes
1835,Is there a handbag in the image?,no,COCO_val2014_000000349936,adversarial,no
1836,Is there a person in the image?,yes,COCO_val2014_000000333756,adversarial,yes
1837,Is there a car in the image?,no,COCO_val2014_000000333756,adversarial,no
1838,Is there a sports ball in the image?,yes,COCO_val2014_000000333756,adversarial,no
1839,Is there a baseball glove in the image?,no,COCO_val2014_000000333756,adversarial,no
1840,Is there a tennis racket in the image?,yes,COCO_val2014_000000333756,adversarial,yes
1841,Is there a chair in the image?,no,COCO_val2014_000000333756,adversarial,no
1842,Is there a backpack in the image?,yes,COCO_val2014_000000474741,adversarial,yes
1843,Is there a skis in the image?,no,COCO_val2014_000000474741,adversarial,no
1844,Is there a clock in the image?,yes,COCO_val2014_000000474741,adversarial,yes
1845,Is there a chair in the image?,no,COCO_val2014_000000474741,adversarial,yes
1846,Is there a person in the image?,yes,COCO_val2014_000000474741,adversarial,yes
1847,Is there a car in the image?,no,COCO_val2014_000000474741,adversarial,no
1848,Is there a keyboard in the image?,yes,COCO_val2014_000000286342,adversarial,yes
1849,Is there a tv in the image?,no,COCO_val2014_000000286342,adversarial,no
1850,Is there a mouse in the image?,yes,COCO_val2014_000000286342,adversarial,yes
1851,Is there a chair in the image?,no,COCO_val2014_000000286342,adversarial,no
1852,Is there a laptop in the image?,yes,COCO_val2014_000000286342,adversarial,no
1853,Is there a person in the image?,no,COCO_val2014_000000286342,adversarial,no
1854,Is there a tv in the image?,yes,COCO_val2014_000000093948,adversarial,no
1855,Is there a person in the image?,no,COCO_val2014_000000093948,adversarial,no
1856,Is there a mouse in the image?,yes,COCO_val2014_000000093948,adversarial,yes
1857,Is there a chair in the image?,no,COCO_val2014_000000093948,adversarial,no
1858,Is there a laptop in the image?,yes,COCO_val2014_000000093948,adversarial,yes
1859,Is there a cell phone in the image?,no,COCO_val2014_000000093948,adversarial,no
1860,Is there a wine glass in the image?,yes,COCO_val2014_000000405740,adversarial,yes
1861,Is there a dining table in the image?,no,COCO_val2014_000000405740,adversarial,yes
1862,Is there a person in the image?,yes,COCO_val2014_000000405740,adversarial,yes
1863,Is there a car in the image?,no,COCO_val2014_000000405740,adversarial,no
1864,Is there a laptop in the image?,yes,COCO_val2014_000000405740,adversarial,yes
1865,Is there a tv in the image?,no,COCO_val2014_000000405740,adversarial,yes
1866,Is there a person in the image?,yes,COCO_val2014_000000304387,adversarial,yes
1867,Is there a car in the image?,no,COCO_val2014_000000304387,adversarial,no
1868,Is there a surfboard in the image?,yes,COCO_val2014_000000304387,adversarial,no
1869,Is there an umbrella in the imange?,no,COCO_val2014_000000304387,adversarial,no
1870,Is there a kite in the image?,yes,COCO_val2014_000000304387,adversarial,yes
1871,Is there a bicycle in the image?,no,COCO_val2014_000000304387,adversarial,no
1872,Is there a sink in the image?,yes,COCO_val2014_000000147165,adversarial,yes
1873,Is there a bottle in the image?,no,COCO_val2014_000000147165,adversarial,yes
1874,Is there a person in the image?,yes,COCO_val2014_000000147165,adversarial,yes
1875,Is there a car in the image?,no,COCO_val2014_000000147165,adversarial,no
1876,Is there a spoon in the image?,yes,COCO_val2014_000000147165,adversarial,yes
1877,Is there a cup in the image?,no,COCO_val2014_000000147165,adversarial,yes
1878,Is there a truck in the image?,yes,COCO_val2014_000000495311,adversarial,yes
1879,Is there a car in the image?,no,COCO_val2014_000000495311,adversarial,no
1880,Is there a person in the image?,yes,COCO_val2014_000000495311,adversarial,no
1881,Is there a dining table in the image?,no,COCO_val2014_000000495311,adversarial,no
1882,Is there an airplane in the imange?,yes,COCO_val2014_000000495311,adversarial,yes
1883,Is there a backpack in the image?,no,COCO_val2014_000000495311,adversarial,no
1884,Is there a banana in the image?,yes,COCO_val2014_000000312406,adversarial,yes
1885,Is there a person in the image?,no,COCO_val2014_000000312406,adversarial,no
1886,Is there a bowl in the image?,yes,COCO_val2014_000000312406,adversarial,yes
1887,Is there a spoon in the image?,no,COCO_val2014_000000312406,adversarial,yes
1888,Is there a cup in the image?,yes,COCO_val2014_000000312406,adversarial,yes
1889,Is there a bottle in the image?,no,COCO_val2014_000000312406,adversarial,yes
1890,Is there a tv in the image?,yes,COCO_val2014_000000515820,adversarial,no
1891,Is there a dining table in the image?,no,COCO_val2014_000000515820,adversarial,no
1892,Is there a clock in the image?,yes,COCO_val2014_000000515820,adversarial,yes
1893,Is there a chair in the image?,no,COCO_val2014_000000515820,adversarial,no
1894,Is there a person in the image?,yes,COCO_val2014_000000515820,adversarial,no
1895,Is there a car in the image?,no,COCO_val2014_000000515820,adversarial,no
1896,Is there an orange in the imange?,yes,COCO_val2014_000000031971,adversarial,yes
1897,Is there a person in the image?,no,COCO_val2014_000000031971,adversarial,no
1898,Is there a bed in the image?,yes,COCO_val2014_000000031971,adversarial,yes
1899,Is there a dining table in the image?,no,COCO_val2014_000000031971,adversarial,yes
1900,Is there a book in the image?,yes,COCO_val2014_000000031971,adversarial,yes
1901,Is there a tv in the image?,no,COCO_val2014_000000031971,adversarial,yes
1902,Is there a snowboard in the image?,yes,COCO_val2014_000000418680,adversarial,yes
1903,Is there a backpack in the image?,no,COCO_val2014_000000418680,adversarial,yes
1904,Is there a person in the image?,yes,COCO_val2014_000000418680,adversarial,yes
1905,Is there a car in the image?,no,COCO_val2014_000000418680,adversarial,no
1906,Is there a skis in the image?,yes,COCO_val2014_000000418680,adversarial,yes
1907,Is there a dog in the image?,no,COCO_val2014_000000418680,adversarial,no
1908,Is there a person in the image?,yes,COCO_val2014_000000459680,adversarial,yes
1909,Is there a car in the image?,no,COCO_val2014_000000459680,adversarial,no
1910,Is there an orange in the imange?,yes,COCO_val2014_000000459680,adversarial,yes
1911,Is there a dining table in the image?,no,COCO_val2014_000000459680,adversarial,no
1912,Is there an umbrella in the imange?,yes,COCO_val2014_000000459680,adversarial,yes
1913,Is there a handbag in the image?,no,COCO_val2014_000000459680,adversarial,no
1914,Is there a bowl in the image?,yes,COCO_val2014_000000196462,adversarial,yes
1915,Is there a dining table in the image?,no,COCO_val2014_000000196462,adversarial,yes
1916,Is there a fork in the image?,yes,COCO_val2014_000000196462,adversarial,yes
1917,Is there a person in the image?,no,COCO_val2014_000000196462,adversarial,no
1918,Is there a cup in the image?,yes,COCO_val2014_000000196462,adversarial,yes
1919,Is there a bottle in the image?,no,COCO_val2014_000000196462,adversarial,yes
1920,Is there a dog in the image?,yes,COCO_val2014_000000276693,adversarial,yes
1921,Is there a car in the image?,no,COCO_val2014_000000276693,adversarial,no
1922,Is there a person in the image?,yes,COCO_val2014_000000276693,adversarial,yes
1923,Is there a dining table in the image?,no,COCO_val2014_000000276693,adversarial,no
1924,Is there a skis in the image?,yes,COCO_val2014_000000276693,adversarial,yes
1925,Is there a snowboard in the image?,no,COCO_val2014_000000276693,adversarial,yes
1926,Is there a person in the image?,yes,COCO_val2014_000000356424,adversarial,yes
1927,Is there a handbag in the image?,no,COCO_val2014_000000356424,adversarial,no
1928,Is there a car in the image?,yes,COCO_val2014_000000356424,adversarial,no
1929,Is there a truck in the image?,no,COCO_val2014_000000356424,adversarial,no
1930,Is there a bottle in the image?,yes,COCO_val2014_000000356424,adversarial,yes
1931,Is there a spoon in the image?,no,COCO_val2014_000000356424,adversarial,yes
1932,Is there a person in the image?,yes,COCO_val2014_000000505335,adversarial,yes
1933,Is there a car in the image?,no,COCO_val2014_000000505335,adversarial,no
1934,Is there a bottle in the image?,yes,COCO_val2014_000000505335,adversarial,no
1935,Is there a dining table in the image?,no,COCO_val2014_000000505335,adversarial,no
1936,Is there an umbrella in the imange?,yes,COCO_val2014_000000505335,adversarial,yes
1937,Is there a handbag in the image?,no,COCO_val2014_000000505335,adversarial,no
1938,Is there a person in the image?,yes,COCO_val2014_000000172342,adversarial,yes
1939,Is there a car in the image?,no,COCO_val2014_000000172342,adversarial,no
1940,Is there a spoon in the image?,yes,COCO_val2014_000000172342,adversarial,yes
1941,Is there a knife in the image?,no,COCO_val2014_000000172342,adversarial,yes
1942,Is there a bowl in the image?,yes,COCO_val2014_000000172342,adversarial,yes
1943,Is there a banana in the image?,no,COCO_val2014_000000172342,adversarial,no
1944,Is there a truck in the image?,yes,COCO_val2014_000000384970,adversarial,no
1945,Is there a traffic light in the image?,no,COCO_val2014_000000384970,adversarial,no
1946,Is there a person in the image?,yes,COCO_val2014_000000384970,adversarial,no
1947,Is there a dining table in the image?,no,COCO_val2014_000000384970,adversarial,no
1948,Is there a car in the image?,yes,COCO_val2014_000000384970,adversarial,yes
1949,Is there a bus in the image?,no,COCO_val2014_000000384970,adversarial,no
1950,Is there a wine glass in the image?,yes,COCO_val2014_000000572260,adversarial,no
1951,Is there a person in the image?,no,COCO_val2014_000000572260,adversarial,no
1952,Is there a teddy bear in the image?,yes,COCO_val2014_000000572260,adversarial,yes
1953,Is there a bear in the image?,no,COCO_val2014_000000572260,adversarial,yes
1954,Is there an apple in the imange?,yes,COCO_val2014_000000572260,adversarial,no
1955,Is there a dining table in the image?,no,COCO_val2014_000000572260,adversarial,no
1956,Is there a person in the image?,yes,COCO_val2014_000000418471,adversarial,yes
1957,Is there a car in the image?,no,COCO_val2014_000000418471,adversarial,yes
1958,Is there a dining table in the image?,yes,COCO_val2014_000000418471,adversarial,yes
1959,Is there a bottle in the image?,no,COCO_val2014_000000418471,adversarial,yes
1960,Is there a chair in the image?,yes,COCO_val2014_000000418471,adversarial,yes
1961,Is there a couch in the image?,no,COCO_val2014_000000418471,adversarial,yes
1962,Is there a banana in the image?,yes,COCO_val2014_000000379404,adversarial,yes
1963,Is there a bowl in the image?,no,COCO_val2014_000000379404,adversarial,yes
1964,Is there a sandwich in the image?,yes,COCO_val2014_000000379404,adversarial,yes
1965,Is there a cup in the image?,no,COCO_val2014_000000379404,adversarial,yes
1966,Is there a dining table in the image?,yes,COCO_val2014_000000379404,adversarial,yes
1967,Is there a person in the image?,no,COCO_val2014_000000379404,adversarial,no
1968,Is there a traffic light in the image?,yes,COCO_val2014_000000044801,adversarial,yes
1969,Is there a backpack in the image?,no,COCO_val2014_000000044801,adversarial,no
1970,Is there a person in the image?,yes,COCO_val2014_000000044801,adversarial,yes
1971,Is there a dining table in the image?,no,COCO_val2014_000000044801,adversarial,no
1972,Is there a truck in the image?,yes,COCO_val2014_000000044801,adversarial,yes
1973,Is there a handbag in the image?,no,COCO_val2014_000000044801,adversarial,yes
1974,Is there a person in the image?,yes,COCO_val2014_000000293564,adversarial,yes
1975,Is there a car in the image?,no,COCO_val2014_000000293564,adversarial,yes
1976,Is there a surfboard in the image?,yes,COCO_val2014_000000293564,adversarial,yes
1977,Is there a kite in the image?,no,COCO_val2014_000000293564,adversarial,yes
1978,Is there an umbrella in the imange?,yes,COCO_val2014_000000293564,adversarial,yes
1979,Is there a handbag in the image?,no,COCO_val2014_000000293564,adversarial,yes
1980,Is there a banana in the image?,yes,COCO_val2014_000000452297,adversarial,yes
1981,Is there a dining table in the image?,no,COCO_val2014_000000452297,adversarial,yes
1982,Is there a spoon in the image?,yes,COCO_val2014_000000452297,adversarial,yes
1983,Is there a bottle in the image?,no,COCO_val2014_000000452297,adversarial,yes
1984,Is there a bowl in the image?,yes,COCO_val2014_000000452297,adversarial,yes
1985,Is there a person in the image?,no,COCO_val2014_000000452297,adversarial,no
1986,Is there a fire hydrant in the image?,yes,COCO_val2014_000000543393,adversarial,yes
1987,Is there a person in the image?,no,COCO_val2014_000000543393,adversarial,no
1988,Is there a car in the image?,yes,COCO_val2014_000000543393,adversarial,yes
1989,Is there a truck in the image?,no,COCO_val2014_000000543393,adversarial,no
1990,Is there a stop sign in the image?,yes,COCO_val2014_000000543393,adversarial,yes
1991,Is there a traffic light in the image?,no,COCO_val2014_000000543393,adversarial,yes
1992,Is there a truck in the image?,yes,COCO_val2014_000000172648,adversarial,yes
1993,Is there a traffic light in the image?,no,COCO_val2014_000000172648,adversarial,yes
1994,Is there a car in the image?,yes,COCO_val2014_000000172648,adversarial,yes
1995,Is there a bus in the image?,no,COCO_val2014_000000172648,adversarial,no
1996,Is there a person in the image?,yes,COCO_val2014_000000172648,adversarial,yes
1997,Is there a dining table in the image?,no,COCO_val2014_000000172648,adversarial,no
1998,Is there a traffic light in the image?,yes,COCO_val2014_000000308907,adversarial,yes
1999,Is there a car in the image?,no,COCO_val2014_000000308907,adversarial,yes
2000,Is there a person in the image?,yes,COCO_val2014_000000308907,adversarial,no
2001,Is there a dining table in the image?,no,COCO_val2014_000000308907,adversarial,no
2002,Is there a bicycle in the image?,yes,COCO_val2014_000000308907,adversarial,yes
2003,Is there a motorcycle in the image?,no,COCO_val2014_000000308907,adversarial,yes
2004,Is there a bird in the image?,yes,COCO_val2014_000000263594,adversarial,yes
2005,Is there a person in the image?,no,COCO_val2014_000000263594,adversarial,no
2006,Is there a truck in the image?,yes,COCO_val2014_000000263594,adversarial,no
2007,Is there a traffic light in the image?,no,COCO_val2014_000000263594,adversarial,yes
2008,Is there a car in the image?,yes,COCO_val2014_000000263594,adversarial,yes
2009,Is there a bus in the image?,no,COCO_val2014_000000263594,adversarial,no
2010,Is there a tv in the image?,yes,COCO_val2014_000000501294,adversarial,yes
2011,Is there a dining table in the image?,no,COCO_val2014_000000501294,adversarial,yes
2012,Is there a person in the image?,yes,COCO_val2014_000000501294,adversarial,yes
2013,Is there a car in the image?,no,COCO_val2014_000000501294,adversarial,no
2014,Is there a couch in the image?,yes,COCO_val2014_000000501294,adversarial,yes
2015,Is there a chair in the image?,no,COCO_val2014_000000501294,adversarial,yes
2016,Is there a person in the image?,yes,COCO_val2014_000000500680,adversarial,yes
2017,Is there a car in the image?,no,COCO_val2014_000000500680,adversarial,no
2018,Is there a handbag in the image?,yes,COCO_val2014_000000500680,adversarial,no
2019,Is there a backpack in the image?,no,COCO_val2014_000000500680,adversarial,no
2020,Is there a dining table in the image?,yes,COCO_val2014_000000500680,adversarial,no
2021,Is there a cup in the image?,no,COCO_val2014_000000500680,adversarial,no
2022,Is there a truck in the image?,yes,COCO_val2014_000000091954,adversarial,yes
2023,Is there a person in the image?,no,COCO_val2014_000000091954,adversarial,no
2024,Is there a train in the image?,yes,COCO_val2014_000000091954,adversarial,yes
2025,Is there a traffic light in the image?,no,COCO_val2014_000000091954,adversarial,no
2026,Is there a car in the image?,yes,COCO_val2014_000000091954,adversarial,yes
2027,Is there a bus in the image?,no,COCO_val2014_000000091954,adversarial,no
2028,Is there a book in the image?,yes,COCO_val2014_000000454607,adversarial,yes
2029,Is there a tv in the image?,no,COCO_val2014_000000454607,adversarial,no
2030,Is there a person in the image?,yes,COCO_val2014_000000454607,adversarial,yes
2031,Is there a car in the image?,no,COCO_val2014_000000454607,adversarial,no
2032,Is there a cell phone in the image?,yes,COCO_val2014_000000454607,adversarial,yes
2033,Is there a dining table in the image?,no,COCO_val2014_000000454607,adversarial,yes
2034,Is there a baseball glove in the image?,yes,COCO_val2014_000000363908,adversarial,no
2035,Is there a dog in the image?,no,COCO_val2014_000000363908,adversarial,no
2036,Is there a person in the image?,yes,COCO_val2014_000000363908,adversarial,yes
2037,Is there a car in the image?,no,COCO_val2014_000000363908,adversarial,no
2038,Is there a sports ball in the image?,yes,COCO_val2014_000000363908,adversarial,yes
2039,Is there a tennis racket in the image?,no,COCO_val2014_000000363908,adversarial,yes
2040,Is there a person in the image?,yes,COCO_val2014_000000560064,adversarial,yes
2041,Is there a car in the image?,no,COCO_val2014_000000560064,adversarial,no
2042,Is there a bench in the image?,yes,COCO_val2014_000000560064,adversarial,yes
2043,Is there a dining table in the image?,no,COCO_val2014_000000560064,adversarial,no
2044,Is there a potted plant in the image?,yes,COCO_val2014_000000560064,adversarial,yes
2045,Is there a vase in the image?,no,COCO_val2014_000000560064,adversarial,yes
2046,Is there a bird in the image?,yes,COCO_val2014_000000348469,adversarial,yes
2047,Is there a handbag in the image?,no,COCO_val2014_000000348469,adversarial,no
2048,Is there a person in the image?,yes,COCO_val2014_000000348469,adversarial,yes
2049,Is there a car in the image?,no,COCO_val2014_000000348469,adversarial,no
2050,Is there a baseball bat in the image?,yes,COCO_val2014_000000348469,adversarial,yes
2051,Is there a sports ball in the image?,no,COCO_val2014_000000348469,adversarial,yes
2052,Is there an oven in the imange?,yes,COCO_val2014_000000167724,adversarial,yes
2053,Is there a bowl in the image?,no,COCO_val2014_000000167724,adversarial,yes
2054,Is there a spoon in the image?,yes,COCO_val2014_000000167724,adversarial,yes
2055,Is there a cup in the image?,no,COCO_val2014_000000167724,adversarial,yes
2056,Is there a bottle in the image?,yes,COCO_val2014_000000167724,adversarial,yes
2057,Is there a dining table in the image?,no,COCO_val2014_000000167724,adversarial,yes
2058,Is there a dog in the image?,yes,COCO_val2014_000000262736,adversarial,yes
2059,Is there a person in the image?,no,COCO_val2014_000000262736,adversarial,no
2060,Is there a truck in the image?,yes,COCO_val2014_000000262736,adversarial,no
2061,Is there a traffic light in the image?,no,COCO_val2014_000000262736,adversarial,yes
2062,Is there a car in the image?,yes,COCO_val2014_000000262736,adversarial,no
2063,Is there a bus in the image?,no,COCO_val2014_000000262736,adversarial,no
2064,Is there a person in the image?,yes,COCO_val2014_000000076416,adversarial,no
2065,Is there a car in the image?,no,COCO_val2014_000000076416,adversarial,no
2066,Is there a bicycle in the image?,yes,COCO_val2014_000000076416,adversarial,yes
2067,Is there a motorcycle in the image?,no,COCO_val2014_000000076416,adversarial,yes
2068,Is there a cell phone in the image?,yes,COCO_val2014_000000076416,adversarial,yes
2069,Is there a dining table in the image?,no,COCO_val2014_000000076416,adversarial,no
2070,Is there a backpack in the image?,yes,COCO_val2014_000000541783,adversarial,no
2071,Is there a handbag in the image?,no,COCO_val2014_000000541783,adversarial,no
2072,Is there a person in the image?,yes,COCO_val2014_000000541783,adversarial,yes
2073,Is there a car in the image?,no,COCO_val2014_000000541783,adversarial,no
2074,Is there a motorcycle in the image?,yes,COCO_val2014_000000541783,adversarial,yes
2075,Is there a bicycle in the image?,no,COCO_val2014_000000541783,adversarial,no
2076,Is there a bowl in the image?,yes,COCO_val2014_000000445200,adversarial,yes
2077,Is there a person in the image?,no,COCO_val2014_000000445200,adversarial,no
2078,Is there a broccoli in the image?,yes,COCO_val2014_000000445200,adversarial,yes
2079,Is there a fork in the image?,no,COCO_val2014_000000445200,adversarial,yes
2080,Is there a dining table in the image?,yes,COCO_val2014_000000445200,adversarial,yes
2081,Is there a chair in the image?,no,COCO_val2014_000000445200,adversarial,yes
2082,Is there a person in the image?,yes,COCO_val2014_000000433574,adversarial,yes
2083,Is there a car in the image?,no,COCO_val2014_000000433574,adversarial,no
2084,Is there a couch in the image?,yes,COCO_val2014_000000433574,adversarial,yes
2085,Is there a tv in the image?,no,COCO_val2014_000000433574,adversarial,yes
2086,Is there a dining table in the image?,yes,COCO_val2014_000000433574,adversarial,yes
2087,Is there a cup in the image?,no,COCO_val2014_000000433574,adversarial,yes
2088,Is there a truck in the image?,yes,COCO_val2014_000000212241,adversarial,no
2089,Is there a traffic light in the image?,no,COCO_val2014_000000212241,adversarial,yes
2090,Is there a person in the image?,yes,COCO_val2014_000000212241,adversarial,no
2091,Is there a dining table in the image?,no,COCO_val2014_000000212241,adversarial,no
2092,Is there a train in the image?,yes,COCO_val2014_000000212241,adversarial,yes
2093,Is there a bus in the image?,no,COCO_val2014_000000212241,adversarial,no
2094,Is there a person in the image?,yes,COCO_val2014_000000114941,adversarial,no
2095,Is there a dining table in the image?,no,COCO_val2014_000000114941,adversarial,no
2096,Is there a train in the image?,yes,COCO_val2014_000000114941,adversarial,yes
2097,Is there a truck in the image?,no,COCO_val2014_000000114941,adversarial,no
2098,Is there a car in the image?,yes,COCO_val2014_000000114941,adversarial,no
2099,Is there a bus in the image?,no,COCO_val2014_000000114941,adversarial,no
2100,Is there a remote in the image?,yes,COCO_val2014_000000493753,adversarial,no
2101,Is there a person in the image?,no,COCO_val2014_000000493753,adversarial,no
2102,Is there a laptop in the image?,yes,COCO_val2014_000000493753,adversarial,yes
2103,Is there a cell phone in the image?,no,COCO_val2014_000000493753,adversarial,yes
2104,Is there a chair in the image?,yes,COCO_val2014_000000493753,adversarial,no
2105,Is there a couch in the image?,no,COCO_val2014_000000493753,adversarial,no
2106,Is there a person in the image?,yes,COCO_val2014_000000410597,adversarial,yes
2107,Is there a car in the image?,no,COCO_val2014_000000410597,adversarial,no
2108,Is there a wine glass in the image?,yes,COCO_val2014_000000410597,adversarial,yes
2109,Is there a bottle in the image?,no,COCO_val2014_000000410597,adversarial,yes
2110,Is there a dining table in the image?,yes,COCO_val2014_000000410597,adversarial,yes
2111,Is there a chair in the image?,no,COCO_val2014_000000410597,adversarial,yes
2112,Is there a mouse in the image?,yes,COCO_val2014_000000382617,adversarial,yes
2113,Is there a laptop in the image?,no,COCO_val2014_000000382617,adversarial,no
2114,Is there a dining table in the image?,yes,COCO_val2014_000000382617,adversarial,no
2115,Is there a person in the image?,no,COCO_val2014_000000382617,adversarial,no
2116,Is there a book in the image?,yes,COCO_val2014_000000382617,adversarial,yes
2117,Is there a tv in the image?,no,COCO_val2014_000000382617,adversarial,no
2118,Is there a person in the image?,yes,COCO_val2014_000000467887,adversarial,yes
2119,Is there a car in the image?,no,COCO_val2014_000000467887,adversarial,no
2120,Is there a mouse in the image?,yes,COCO_val2014_000000467887,adversarial,yes
2121,Is there a tv in the image?,no,COCO_val2014_000000467887,adversarial,yes
2122,Is there a couch in the image?,yes,COCO_val2014_000000467887,adversarial,yes
2123,Is there a book in the image?,no,COCO_val2014_000000467887,adversarial,no
2124,Is there a person in the image?,yes,COCO_val2014_000000120792,adversarial,no
2125,Is there a car in the image?,no,COCO_val2014_000000120792,adversarial,no
2126,Is there a remote in the image?,yes,COCO_val2014_000000120792,adversarial,yes
2127,Is there a dining table in the image?,no,COCO_val2014_000000120792,adversarial,no
2128,Is there a chair in the image?,yes,COCO_val2014_000000120792,adversarial,yes
2129,Is there a handbag in the image?,no,COCO_val2014_000000120792,adversarial,no
2130,Is there a person in the image?,yes,COCO_val2014_000000125524,adversarial,no
2131,Is there a car in the image?,no,COCO_val2014_000000125524,adversarial,yes
2132,Is there a bus in the image?,yes,COCO_val2014_000000125524,adversarial,yes
2133,Is there a traffic light in the image?,no,COCO_val2014_000000125524,adversarial,yes
2134,Is there a fire hydrant in the image?,yes,COCO_val2014_000000125524,adversarial,yes
2135,Is there a stop sign in the image?,no,COCO_val2014_000000125524,adversarial,yes
2136,Is there a person in the image?,yes,COCO_val2014_000000196053,adversarial,yes
2137,Is there a car in the image?,no,COCO_val2014_000000196053,adversarial,no
2138,Is there a sports ball in the image?,yes,COCO_val2014_000000196053,adversarial,no
2139,Is there a baseball glove in the image?,no,COCO_val2014_000000196053,adversarial,no
2140,Is there a tennis racket in the image?,yes,COCO_val2014_000000196053,adversarial,yes
2141,Is there a chair in the image?,no,COCO_val2014_000000196053,adversarial,no
2142,Is there a person in the image?,yes,COCO_val2014_000000156704,adversarial,yes
2143,Is there a car in the image?,no,COCO_val2014_000000156704,adversarial,no
2144,Is there a surfboard in the image?,yes,COCO_val2014_000000156704,adversarial,yes
2145,Is there a kite in the image?,no,COCO_val2014_000000156704,adversarial,yes
2146,Is there an umbrella in the imange?,yes,COCO_val2014_000000156704,adversarial,no
2147,Is there a handbag in the image?,no,COCO_val2014_000000156704,adversarial,no
2148,Is there a backpack in the image?,yes,COCO_val2014_000000088507,adversarial,no
2149,Is there a handbag in the image?,no,COCO_val2014_000000088507,adversarial,no
2150,Is there a person in the image?,yes,COCO_val2014_000000088507,adversarial,yes
2151,Is there a car in the image?,no,COCO_val2014_000000088507,adversarial,no
2152,Is there an orange in the imange?,yes,COCO_val2014_000000088507,adversarial,yes
